"","words","counts","len"
"18357","período",2,7
"18358","peripecias",5,10
"18359","peripeciasde",1,12
"18360","peristilo",1,9
"18361","perjudicado",1,11
"18362","perjudicarla;",1,13
"18363","perjudicial",1,11
"18364","perjudiciales,",1,14
"18365","perlas",1,6
"18366","perlas.Los",1,10
"18367","permanecenespectadoras",1,22
"18368","permanecer",11,10
"18369","permaneceremos",1,14
"18370","permanecí",1,9
"18371","permanecía",7,10
"18372","permanecíainmóvil.--Lea",1,23
"18373","permanecían",3,11
"18374","permanecido",9,11
"18375","permaneciera",1,12
"18376","permanecieron",5,13
"18377","permaneció",14,10
"18378","permaneciófrío,",1,15
"18379","permaneciósiempre",1,17
"18380","permanent",1,9
"18381","permanezca",3,10
"18382","permanezcamos",2,13
"18383","permanezcan",1,11
"18384","permiso",7,7
"18385","permiso,",1,8
"18386","permisoque",1,10
"18387","permission",6,10
"18388","permission.",1,11
"18389","permita",2,7
"18390","permítame",9,9
"18391","Permítame",1,9
"18392","permítamele",1,11
"18393","permítameque",1,12
"18394","permitan",1,8
"18395","permítanme",1,10
"18396","permite",7,7
"18397","permitevoy",1,10
"18398","permitía",3,8
"18399","permitían",1,9
"18400","permitida.--¿V.",1,15
"18401","permitido",1,9
"18402","permitidodemostrar",1,18
"18403","permitieron",1,11
"18404","permitiesen",1,11
"18405","permitió",2,8
"18406","permitirán",1,10
"18407","permitirles",1,11
"18408","permitirme",1,10
"18409","permitted",2,9
"18410","pernoctar.",1,10
"18411","pero",310,4
"18412","Pero",12,4
"18413","pero,",2,5
"18414","Pero,",1,5
"18415","pero;",1,5
"18416","pero¿quién",2,10
"18417","pero...--Doña",1,13
"18418","peroal",1,6
"18419","peroanheloso",1,12
"18420","perocomo",1,8
"18421","perodetestan",1,12
"18422","peroel",1,6
"18423","peroen",1,6
"18424","peroentonces",2,12
"18425","peroesto",1,8
"18426","perohágame",1,10
"18427","perohasta",1,9
"18428","peroligeramente",1,15
"18429","peronada",1,8
"18430","perono",2,6
"18431","peropaciencia;",1,14
"18432","peropor",1,7
"18433","perotodavía",1,11
"18434","perotuve",1,8
"18435","peroVds.",1,8
"18436","perovolvamos",1,12
"18437","perovolviéndose",1,15
"18438","perpendicularmente.Poco",1,23
"18439","perplejidad",1,11
"18440","perplejidad,",1,12
"18441","perplejo,",1,9
"18442","perro",5,5
"18443","perro;",1,6
"18444","perros",1,6
"18445","perros,",1,7
"18446","persecución",5,11
"18447","persecución,",1,12
"18448","persecución.",1,12
"18449","persecuciones",1,13
"18450","perseguía",2,9
"18451","perseguían",1,10
"18452","perseguido",1,10
"18453","perseguidores",1,13
"18454","perseguidores.--Nos",1,19
"18455","perseguidores.Luis",1,18
"18456","perseguidos",1,11
"18457","perseguir",2,9
"18458","perseguirle",1,11
"18459","perseguirlos",1,12
"18460","perseverancia",1,13
"18461","perseverase",1,11
"18462","persignándose",1,13
"18463","persiguen",1,9
"18464","persiste",1,8
"18465","persistencia,",1,13
"18466","persistente",1,11
"18467","persistía",1,9
"18468","persistir,",1,10
"18469","person",2,6
"18470","persona",12,7
"18471","persona.",1,8
"18472","persona.--¿Quién",1,16
"18473","personaalguna",1,13
"18474","personaje",10,9
"18475","personaje,",2,10
"18476","personaje?--Me",1,14
"18477","personaje.Don",1,13
"18478","personajeaquel",1,14
"18479","personajes",6,10
"18480","personajes,",1,11
"18481","personajes,ocupados",1,19
"18482","personajes.El",1,13
"18483","personajesque",1,13
"18484","personal",3,8
"18485","personal,",1,9
"18486","personal?--Es",1,13
"18487","personal.",1,9
"18488","personales",1,10
"18489","personalmente",3,13
"18490","personalmente.Por",1,17
"18491","personas",17,8
"18492","personas,",4,9
"18493","personor",1,8
"18494","perspectiva",6,11
"18495","perspectiva,",1,12
"18496","perspectiva.--Ya",1,16
"18497","perspectivaechada",1,17
"18498","perspectivas",1,12
"18499","perspectivasque",1,15
"18500","perspicaz,",1,10
"18501","persuadido",2,10
"18502","persuadidos",1,11
"18503","persuadirme",1,11
"18504","persuadirse",1,11
"18505","pertenece",7,9
"18506","pertenece.--¿Nada",1,17
"18507","pertenece.El",1,12
"18508","perteneceacaso",1,14
"18509","pertenecen",1,10
"18510","pertenecer",1,10
"18511","pertenecía",2,10
"18512","pertenecía,",1,11
"18513","pertenecían",1,11
"18514","pertenecido",1,11
"18515","perteneciente",5,13
"18516","perteneciesen",1,13
"18517","perteneció",1,10
"18518","pertenezco,",1,11
"18519","pertinacia",1,10
"18520","perturbó",1,8
"18521","Perú,muchacho.Y",1,15
"18522","peruviano,",1,10
"18523","pesada",1,6
"18524","pesadas",2,7
"18525","pesadilla;",1,10
"18526","pesado",1,6
"18527","pesadumbre,",1,11
"18528","pesadumbre,tales",1,16
"18529","pesadumbre;",1,11
"18530","pesan",1,5
"18531","pesar",47,5
"18532","pesar,",1,6
"18533","pesará.",1,7
"18534","pesarde",3,7
"18535","pesares.--Esto",1,14
"18536","pesaría",1,7
"18537","pesca",1,5
"18538","pescando",1,8
"18539","pese",9,4
"18540","Pese",3,4
"18541","pésimamente",1,11
"18542","peso",4,4
"18543","peso.--¿Nada",1,12
"18544","pesos",2,5
"18545","pesos.--¿Vuecencia",1,18
"18546","pesquisas",6,9
"18547","pesquisas,",2,10
"18548","pestañas;",1,9
"18549","pestillo",1,8
"18550","pestillo,",1,9
"18551","petardos",1,8
"18552","petate",1,6
"18553","petates;",1,8
"18554","petición",1,8
"18555","petición;",1,9
"18556","peticiones",1,10
"18557","Pezal,de",1,8
"18558","PG",1,2
"18559","PGLAF),",1,7
"18560","phrase",3,6
"18561","physical",2,8
"18562","piache,",1,7
"18563","piadosamente",1,12
"18564","piadosamente.No",1,15
"18565","pica",1,4
"18566","picachos",1,8
"18567","picador",1,7
"18568","pícaros",1,7
"18569","pico",1,4
"18570","pico,",1,5
"18571","pico.Al",1,7
"18572","picos",2,5
"18573","picosy",1,6
"18574","pide",1,4
"18575","pidieron",1,8
"18576","pido",1,4
"18577","pido,",1,5
"18578","pido;",1,5
"18579","pido.",1,5
"18580","pie",42,3
"18581","pie,",6,4
"18582","pie;",1,4
"18583","pie:",1,4
"18584","pie.",2,4
"18585","pie.A",1,5
"18586","pieante",1,7
"18587","piedra",4,6
"18588","piedra,",3,7
"18589","piedra,al",1,9
"18590","piedra,la",1,9
"18591","piedras,",3,8
"18592","piedras.--Primeramente",1,22
"18593","piel",6,4
"18594","pielde",1,6
"18595","pieles,",2,7
"18596","piemismo",1,8
"18597","piensa",5,6
"18598","piensas",1,7
"18599","piense",2,6
"18600","piensen",1,7
"18601","pienso",4,6
"18602","pierdan",1,7
"18603","pierde",3,6
"18604","pierna",4,6
"18605","pierna,",1,7
"18606","piernas",1,7
"18607","pies",21,4
"18608","píes",1,4
"18609","pies,",3,5
"18610","piesy",1,5
"18611","pieza",2,5
"18612","pieza,",5,6
"18613","pieza,era",1,9
"18614","pieza.",1,6
"18615","piezas",4,6
"18616","piezas:",1,7
"18617","pillastre,",1,10
"18618","pilletes",1,8
"18619","pillo,",3,6
"18620","pilluelos",1,9
"18621","pincely",1,7
"18622","pinchos",1,7
"18623","pinta,",1,6
"18624","pintadas",1,8
"18625","pintadas,",1,9
"18626","pintado!--¿Cómo",1,15
"18627","pintandola",1,10
"18628","pintó",1,5
"18629","pintoresca;",1,11
"18630","pintorescas",1,11
"18631","pintoresco",1,10
"18632","pío",2,3
"18633","pipa",2,4
"18634","pirámide",5,8
"18635","pirámide,",2,9
"18636","pirámidede",1,10
"18637","pirámidegroseramente",1,20
"18638","pirámides",3,9
"18639","pirámidesde",1,11
"18640","pirámidese",1,10
"18641","pisadas",2,7
"18642","pise.--¿Por",1,11
"18643","piso",2,4
"18644","pisoteándola",1,12
"18645","pista?--Efectivamente,",1,22
"18646","pistas",1,6
"18647","pistola",3,7
"18648","pistola.--¿Qué",1,14
"18649","pistolas",4,8
"18650","pistolas,",3,9
"18651","pistolasque",1,11
"18652","pitas",1,5
"18653","pizca;",2,6
"18654","pizca?--Pues",1,12
"18655","pizcade",1,7
"18656","place",6,5
"18657","place,",2,6
"18658","placentero,",1,11
"18659","placer",3,6
"18660","placer,",2,7
"18661","placer.",1,7
"18662","placerágrandemente.--¿Qué",1,25
"18663","placía",1,6
"18664","placido",1,7
"18665","plan",13,4
"18666","plan,",1,5
"18667","plan;",1,5
"18668","plan?--No",1,9
"18669","plan.--Lo",1,9
"18670","plana",1,5
"18671","planes",3,6
"18672","planicie,",1,9
"18673","planta",2,6
"18674","plantado",1,8
"18675","plantándose",1,11
"18676","plantas.",1,8
"18677","planteado",1,9
"18678","planteando",1,10
"18679","plantíos",1,8
"18680","plantó",1,6
"18681","plata",8,5
"18682","plata,",2,6
"18683","plata;",2,6
"18684","plata.",1,6
"18685","plataforma",1,10
"18686","plataforma,",1,11
"18687","plataforma,llenos",1,17
"18688","pláticasinútiles",1,16
"18689","platos",1,6
"18690","playas.",1,7
"18691","plaza",18,5
"18692","plaza,",4,6
"18693","plaza,rodeadas",1,14
"18694","plaza.",1,6
"18695","plaza.--Tiene",1,13
"18696","plaza.El",1,8
"18697","plazainmensa",1,12
"18698","plazas",2,6
"18699","plazas,",1,7
"18700","plazas.Una",1,10
"18701","plazca",5,6
"18702","plazca,",3,7
"18703","plazca.--Ante",1,13
"18704","plazca.--El",1,11
"18705","plazo",2,5
"18706","plazo,",1,6
"18707","plazo;",1,6
"18708","plazoletas",1,10
"18709","please",1,6
"18710","plebe.Dotado",1,12
"18711","plenamente",1,10
"18712","pleno",1,5
"18713","pliego",4,6
"18714","plomizo",1,7
"18715","plomo",1,5
"18716","plomo,",1,6
"18717","plomo.Don",1,9
"18718","pluguiese",1,9
"18719","pluguiese.",1,10
"18720","pluma",3,5
"18721","pluma,",1,6
"18722","pluma.",1,6
"18723","plumas",1,6
"18724","plumas,",1,7
"18725","plumas.Las",1,10
"18726","PO",1,2
"18727","poblaban",1,8
"18728","población",6,9
"18729","población,",5,10
"18730","población;",1,10
"18731","población.Miramón,",1,18
"18732","poblaciones",3,11
"18733","poblada",2,7
"18734","pobre",12,5
"18735","pobre;",1,6
"18736","pobrecita",1,9
"18737","pobrehuérfana",1,13
"18738","pobres",5,6
"18739","poca",5,4
"18740","pocas",7,5
"18741","pocas,",1,6
"18742","poco",124,4
"18743","POCO",1,4
"18744","poco,",6,5
"18745","poco,añadió",1,11
"18746","poco.Este",1,9
"18747","pocoa",1,5
"18748","pocoabundantes",1,14
"18749","pocoante",1,8
"18750","pocoapareció",1,12
"18751","pocodesapareció",1,15
"18752","pocofavorable",1,13
"18753","pocos",12,5
"18754","Pocos",1,5
"18755","pocospara",1,9
"18756","podamos",2,7
"18757","podemos",8,7
"18758","podemos.»",1,9
"18759","podemossepararnos",1,17
"18760","poder",30,5
"18761","poder,",2,6
"18762","poder;",1,6
"18763","poder.",1,6
"18764","poder.--Se",1,10
"18765","poder.Don",1,9
"18766","poder.Una",1,9
"18767","poderde",3,7
"18768","poderdeslizarse",1,15
"18769","poderes",3,7
"18770","poderío",1,7
"18771","poderlo",1,7
"18772","poderosa",3,8
"18773","poderoso",2,8
"18774","podía",15,5
"18775","podíaescucharle;",1,16
"18776","podíahaberse",1,12
"18777","podían",5,6
"18778","podías",1,6
"18779","podido",3,6
"18780","podrá",4,5
"18781","podráenorgullecerse",1,19
"18782","podré",1,5
"18783","podremos",3,8
"18784","podría",11,6
"18785","podríamos",1,9
"18786","podríamospartir;",1,16
"18787","podrían",1,7
"18788","podríanentregarse",1,17
"18789","podríanpagarte,",1,15
"18790","policía",2,7
"18791","política",3,8
"18792","política,",1,9
"18793","política.",1,9
"18794","política.Juárez,",1,16
"18795","POLÍTICAA",1,9
"18796","políticas",1,9
"18797","políticas.En",1,12
"18798","político",3,8
"18799","político,",1,9
"18800","políticos",5,9
"18801","políticos;",1,10
"18802","polvo",1,5
"18803","polvo.--¡Dios",1,13
"18804","polvo.Don",1,9
"18805","polvo.Luego",1,11
"18806","pólvora",5,7
"18807","pólvora.--¡Tres",1,15
"18808","polvorosa",1,9
"18809","polvorosa,",1,10
"18810","polvorosa.",1,10
"18811","pomo",1,4
"18812","pomposos",1,8
"18813","pómulos",1,7
"18814","ponche;",1,7
"18815","pondrán",1,7
"18816","pondré",1,6
"18817","pondría",1,7
"18818","pone",2,4
"18819","poneen",1,6
"18820","ponemos",1,7
"18821","ponen",1,5
"18822","poner",14,5
"18823","poneren",1,7
"18824","ponerla",1,7
"18825","ponerle",1,7
"18826","ponerlenuevamente",1,17
"18827","ponerles",1,8
"18828","ponerlo",1,7
"18829","ponerlos",3,8
"18830","ponermede",1,9
"18831","ponernos",1,8
"18832","ponerse",9,7
"18833","ponerseel",1,9
"18834","ponerte",1,7
"18835","pones",1,5
"18836","ponga",3,5
"18837","pongamos",1,8
"18838","pongo",2,5
"18839","pongoincondicionalmente",1,23
"18840","ponía",5,5
"18841","ponían",3,6
"18842","poniendo",5,8
"18843","poniéndolas",1,11
"18844","poniéndose",4,10
"18845","poniente,",1,9
"18846","pontificio,",1,11
"18847","Popocatepetl",1,12
"18848","populacho",1,9
"18849","populacho,",1,10
"18850","popular",1,7
"18851","populares,",1,10
"18852","poquísima",1,9
"18853","poquísimo",2,9
"18854","poquísimo,",1,10
"18855","poquito",2,7
"18856","por",970,3
"18857","Por",28,3
"18858","poralianza",1,10
"18859","porAmérica_.Dice",1,16
"18860","poraquella",1,10
"18861","poraquéllos",1,11
"18862","porboca",1,7
"18863","Porcasualidad",1,13
"18864","porcierto",1,9
"18865","porconsiguiente",1,15
"18866","pordemás",3,8
"18867","pordesgracia",2,12
"18868","pordos",1,6
"18869","porel",1,5
"18870","porél",1,5
"18871","porespacio",2,10
"18872","porespía",1,8
"18873","porfortuna",1,10
"18874","Porhoy",1,6
"18875","porindividuos",1,13
"18876","porla",2,5
"18877","porlas",2,6
"18878","porlo",1,5
"18879","porlos",1,6
"18880","pormano",1,7
"18881","pormedio",1,8
"18882","pormenor,",1,9
"18883","pormenores",4,10
"18884","pormenores.--Bueno,",1,19
"18885","pormenores.--El",1,15
"18886","pormenorestal",1,13
"18887","pormi",2,5
"18888","porMiramón,",1,11
"18889","pormodo",1,7
"18890","pormultitud",1,11
"18891","porotra",1,7
"18892","porque",71,6
"18893","porqué",5,6
"18894","porque,",1,7
"18895","Porque,",1,7
"18896","porque¿cómo",1,11
"18897","porquehay",1,9
"18898","porquesé",1,8
"18899","porquesoy",1,9
"18900","porregla",1,8
"18901","porsemejante",1,12
"18902","porsu",2,5
"18903","porsus",2,6
"18904","portado",1,7
"18905","portador",2,8
"18906","portadoresde",1,12
"18907","portales",1,8
"18908","portales.Luego",1,14
"18909","portamonedas,",1,13
"18910","portaré",2,7
"18911","portarse",1,8
"18912","porte",1,5
"18913","porte,",1,6
"18914","portezuela",2,10
"18915","portillo",4,8
"18916","portillo,",2,9
"18917","portó",1,5
"18918","portraidor",1,10
"18919","porúltima",1,9
"18920","porúltimo",1,9
"18921","porun",3,5
"18922","poruna",2,6
"18923","porvalor,",1,9
"18924","porvencido",1,10
"18925","porvenir",1,8
"18926","porvenir;",1,9
"18927","porvenir.--¡Ah!",1,15
"18928","porvenir.Y",1,10
"18929","porventura",1,10
"18930","pos",8,3
"18931","posde",1,5
"18932","posee",3,5
"18933","poseen.--Convengo",1,17
"18934","poseía",2,6
"18935","poseía,",1,7
"18936","poseído,",1,8
"18937","poseo",2,5
"18938","posesiones",1,10
"18939","poseyese",1,8
"18940","posibilidad.",1,12
"18941","posible",20,7
"18942","posible,",6,8
"18943","posible,se",1,10
"18944","posible;",2,8
"18945","posible?",1,8
"18946","posible?En",1,10
"18947","posible.De",1,10
"18948","posición",12,8
"18949","posición,",2,9
"18950","posición.",1,9
"18951","posición.--Y",1,12
"18952","posición.Después",1,16
"18953","posiciones",2,10
"18954","posiciones.La",1,13
"18955","positivamentea",1,14
"18956","positivo",1,8
"18957","possessed",1,9
"18958","POSSIBILITY",1,11
"18959","posta",1,5
"18960","postas",1,6
"18961","posted",2,6
"18962","postedwith",1,10
"18963","posterior",1,9
"18964","postigo",1,7
"18965","postigo,",1,8
"18966","postillón",1,9
"18967","postizas",1,8
"18968","postizo",1,7
"18969","postración",1,10
"18970","postración,",1,11
"18971","postrer",5,7
"18972","postrera",1,8
"18973","postreras,",1,10
"18974","postreros",1,9
"18975","postres,",1,8
"18976","postura",1,7
"18977","potencia",1,8
"18978","potenciaseuropeas",1,17
"18979","potente",1,7
"18980","potestad",1,8
"18981","practica",1,8
"18982","práctica,",2,9
"18983","práctica.",1,9
"18984","practically",1,11
"18985","practicar",3,9
"18986","prácticas",2,9
"18987","praderas",5,8
"18988","praderas,",3,9
"18989","praderasdel",1,11
"18990","precaria",1,8
"18991","precaria,",2,9
"18992","precarias,",1,10
"18993","precarios;",1,10
"18994","precaución",6,10
"18995","precaución,",1,11
"18996","precaución;",1,11
"18997","precauciones",6,12
"18998","precauciones,",1,13
"18999","precauciones,tendió",1,19
"19000","precauciones;",1,13
"19001","precauciones.Veinticinco",1,24
"19002","precavidopor",1,12
"19003","precedemos",1,10
"19004","preceden,",1,9
"19005","precedente",2,10
"19006","precedente.",1,11
"19007","precedente.Sin",1,14
"19008","precedentes,",1,12
"19009","precedido",3,9
"19010","precedidos",1,10
"19011","precediendo",1,11
"19012","preces",1,6
"19013","precio",1,6
"19014","precio,",1,7
"19015","preciosa",1,8
"19016","preciosaen",1,10
"19017","preciosasnoticias",1,17
"19018","precioso",1,8
"19019","precioso,empero,",1,16
"19020","precioso;",1,9
"19021","precipitaba",1,11
"19022","precipitadamente",2,16
"19023","precipitado",2,11
"19024","precipitados",1,12
"19025","precipitándose",1,14
"19026","precipitará",1,11
"19027","precipitarnos",1,13
"19028","precipitaron",4,12
"19029","precipitarse",2,12
"19030","precipitó",4,9
"19031","precisa",2,7
"19032","precisados",1,10
"19033","precisiónde",1,11
"19034","preciso",15,7
"19035","preciso,",1,8
"19036","preciso;",1,8
"19037","preciso.",1,8
"19038","precisomomento",1,14
"19039","precisoobrar",1,12
"19040","predice,",1,8
"19041","predijera",1,9
"19042","predilecta",2,10
"19043","predominaban",1,12
"19044","preferencia",2,11
"19045","preferíadejarle",1,15
"19046","preferíandetenerse",1,18
"19047","preferible",2,10
"19048","preferida.Precisamente",1,22
"19049","preferido",1,9
"19050","preferiré",1,9
"19051","prefiere",1,8
"19052","prefiero",2,8
"19053","pregunta",3,8
"19054","pregunta,",3,9
"19055","pregunta:",2,9
"19056","pregunta?--Como",1,15
"19057","pregunta.--¿Cuál?--Nosotros,",1,28
"19058","pregunta.--Hable",1,16
"19059","preguntaba",1,10
"19060","preguntaban",1,11
"19061","preguntando",2,11
"19062","preguntar",2,9
"19063","preguntaron",2,11
"19064","preguntas",2,9
"19065","preguntas,",1,10
"19066","preguntas?--Porque",1,18
"19067","preguntas.--Diga",1,16
"19068","preguntase",1,10
"19069","pregunte",1,8
"19070","pregunté.--Pero",1,15
"19071","pregunto",1,8
"19072","preguntó",140,8
"19073","preguntó,",1,9
"19074","preguntó:--¿A",1,13
"19075","preguntó:--¿Cómo",1,16
"19076","preguntó:--¿En",1,14
"19077","preguntó:--¿Está",2,16
"19078","preguntó:--¿Ha",1,14
"19079","preguntó:--¿No",1,14
"19080","preguntó:--¿Qué",1,15
"19081","preguntó:--¿Tienes",1,18
"19082","preguntó:--¿V.",1,14
"19083","preguntó:--¿Y",1,13
"19084","preguntó:--Ahí",1,14
"19085","preguntó:--Hermanos",1,19
"19086","pregunto.--Es",1,13
"19087","preguntócon",1,11
"19088","preguntódespués",1,15
"19089","preludiaban",1,11
"19090","premiosa",1,8
"19091","premiosamente",1,13
"19092","preñados",1,8
"19093","prendas",2,7
"19094","prender",2,7
"19095","prender?--Al",1,12
"19096","prenderme",1,9
"19097","preñez",2,6
"19098","preocupa",1,8
"19099","preocupa.",1,9
"19100","preocupaba",1,10
"19101","preocupación",2,12
"19102","preocupaciones",2,14
"19103","preocupaciónextraordinaria;",1,27
"19104","preocupado",1,10
"19105","preocupado;",1,11
"19106","preocupado.Domingo,",1,19
"19107","preocuparles",1,12
"19108","preocuparnos",1,12
"19109","preocuparse",1,11
"19110","preocuparsemuy",1,14
"19111","prepara",1,7
"19112","prepara,",1,8
"19113","preparaba",2,9
"19114","preparada",3,9
"19115","preparadas",1,10
"19116","preparado",5,9
"19117","preparado,",1,10
"19118","preparado;",1,10
"19119","preparado?",1,10
"19120","preparado?--Antes",1,17
"19121","preparado.--¿Qué",1,16
"19122","preparados",2,10
"19123","preparando;",1,11
"19124","preparar",5,8
"19125","prepararlo",1,10
"19126","prepararon",1,10
"19127","prepararse",1,10
"19128","preparativos,",1,13
"19129","prepare",2,7
"19130","preparé",1,7
"19131","prepare)",1,8
"19132","preparen",1,8
"19133","prepárese",1,9
"19134","preparo",1,7
"19135","preparó",1,7
"19136","prerrogativas;pero",1,18
"19137","presagia",1,8
"19138","prescindido",1,11
"19139","prescindir",1,10
"19140","presencia",33,9
"19141","presencia,",3,10
"19142","presencia:",1,10
"19143","presencia.",1,10
"19144","presencia.--Señorita,",1,21
"19145","presencia.Cuéllar,",1,18
"19146","presencia.Los",1,13
"19147","presenciade",2,11
"19148","presenciado",1,11
"19149","presenciado,",1,12
"19150","presenciaen",1,11
"19151","presenciarlo,",1,13
"19152","presenciase",1,11
"19153","presencie",1,9
"19154","presenta",4,8
"19155","presentaba",2,10
"19156","presentaban",2,11
"19157","presentabapor",1,13
"19158","presentabasiempre",1,17
"19159","presentación",1,12
"19160","presentaciones,",1,15
"19161","presentada",1,10
"19162","presentado",2,10
"19163","presentado,en",1,13
"19164","presentamos",2,11
"19165","presentan",1,9
"19166","presentancon",1,12
"19167","presentar",3,9
"19168","presentaral",1,11
"19169","presentarle",1,11
"19170","presentarme",1,11
"19171","presentarme?¿Acaso",1,18
"19172","presentarte",1,11
"19173","presentase",1,10
"19174","presentasen",1,11
"19175","presentasenen",1,13
"19176","presentaseV.",1,12
"19177","presente",11,8
"19178","presente,",4,9
"19179","presente,ignora",1,15
"19180","presente;",1,9
"19181","presenteal",1,10
"19182","presenteextinguida",1,18
"19183","presenten",1,9
"19184","presentes",2,9
"19185","presentescircunstancias,",1,24
"19186","presentimiento",3,14
"19187","presentimiento,",2,15
"19188","presentimientode",1,16
"19189","presentimientos",2,15
"19190","presentó",6,8
"19191","preserve",1,8
"19192","presidencia",2,11
"19193","Presidencia,",1,12
"19194","presidencia.La",1,14
"19195","presidencial,",1,13
"19196","presidencial.Cuando",1,19
"19197","presidente",79,10
"19198","presidente,",18,11
"19199","presidente,a",1,12
"19200","presidente,fue",1,14
"19201","presidente;",3,11
"19202","presidente;¿quiere",1,18
"19203","presidente;le",1,13
"19204","presidente!",3,11
"19205","presidente?--No,",1,16
"19206","presidente.",1,11
"19207","presidente.--¡Ah!",1,17
"19208","presidente.--A",1,14
"19209","presidente.--Después",1,20
"19210","presidente.--Es",1,15
"19211","presidente.--Mi",1,15
"19212","presidente.--Quiere",1,19
"19213","presidente.--Ya",2,15
"19214","presidente.Al",1,13
"19215","presidente.Como",1,15
"19216","presidente.El",2,13
"19217","presidente.La",1,13
"19218","presidentedel",1,13
"19219","presidenteinterino",1,18
"19220","presidenteMiramón?",1,18
"19221","presidentes",1,11
"19222","presidentesaliendo",1,18
"19223","presidiera",1,10
"19224","presiento",1,9
"19225","presintiera,",1,12
"19226","presión",1,7
"19227","prestado",6,8
"19228","prestado,",1,9
"19229","prestadomucha",1,13
"19230","prestamente",1,11
"19231","préstamo",1,8
"19232","prestando",2,9
"19233","prestar",2,7
"19234","prestaran",1,9
"19235","prestarle",2,9
"19236","prestarme",1,9
"19237","prestarme?",1,10
"19238","prestarmesu",1,11
"19239","prestarsu",1,9
"19240","preste",1,6
"19241","presteza",1,8
"19242","presteza.Aunque",1,15
"19243","presto",1,6
"19244","presto,",1,7
"19245","prestó.--¿Qué",1,13
"19246","prestójuramento",1,15
"19247","prestos;",1,8
"19248","presumido",2,9
"19249","presumiendo",1,11
"19250","presumíque",1,10
"19251","presumir",1,8
"19252","presumo.--Está",1,14
"19253","presuroso",1,9
"19254","presurosos",1,10
"19255","pretende",2,8
"19256","pretendeimponerme",1,17
"19257","pretendía",3,9
"19258","pretendían",1,10
"19259","pretendiendo",1,12
"19260","pretendiera",1,11
"19261","pretendo.--Peor.--Pero",1,22
"19262","pretensión",2,10
"19263","pretensiónde",1,12
"19264","pretexto",6,8
"19265","pretextó",1,8
"19266","pretexto;",1,9
"19267","prevé",1,5
"19268","preveía",2,7
"19269","preveía,",1,8
"19270","prevén",1,6
"19271","prevención,",1,11
"19272","prevenciones",1,12
"19273","prevenido",2,9
"19274","prevenido,",1,10
"19275","prevenirle",1,10
"19276","prevenirnos?--Por",1,17
"19277","prevenirse",1,10
"19278","prevent",1,7
"19279","prever,",2,7
"19280","previamente",1,11
"19281","previamente.Dichos",1,18
"19282","previamentedispuesta",1,20
"19283","previase",1,8
"19284","previendo",2,9
"19285","previera",1,8
"19286","previous",1,8
"19287","previsión",1,9
"19288","previsto,",1,9
"19289","priesa,",1,7
"19290","priesaque",1,9
"19291","prietas,",1,8
"19292","prima",4,5
"19293","prima,",16,6
"19294","prima;",5,6
"19295","prima:",1,6
"19296","prima?--De",1,10
"19297","prima.--En",1,10
"19298","prima.--Luis",1,12
"19299","primer",21,6
"19300","primera",15,7
"19301","primera,",2,8
"19302","primera;",1,8
"19303","primera.",1,8
"19304","primera.--Dicen",1,15
"19305","primera.--Lo",1,12
"19306","primerabatalla",1,14
"19307","primeraley",1,10
"19308","primeramente",5,12
"19309","Primeramente",1,12
"19310","primeramirada",1,13
"19311","primeramirada;",1,14
"19312","primeramitad",1,12
"19313","primeras",2,8
"19314","primeras,",2,9
"19315","primerasposiciones,",1,19
"19316","primerataque",1,12
"19317","primero",20,7
"19318","PRIMERO",1,7
"19319","primero,",2,8
"19320","primero;",1,8
"19321","primero:--¡Qué",1,14
"19322","primero.",3,8
"19323","primero.--Voy",1,13
"19324","primero.Paralelos",1,17
"19325","primeroen",1,9
"19326","PRIMEROINDICETOMO",1,17
"19327","primeros",5,8
"19328","primertérmino",1,13
"19329","primitiva",1,9
"19330","primitivos",1,10
"19331","primo",6,5
"19332","primo,",15,6
"19333","primo;",6,6
"19334","primo?",1,6
"19335","primogénita.",1,12
"19336","primogénito",2,11
"19337","primogénito,",1,12
"19338","primor,",1,7
"19339","primorcon",1,9
"19340","primorosamente",1,14
"19341","princesa",2,8
"19342","princesa,",4,9
"19343","principal",7,9
"19344","principales,",1,12
"19345","principalesde",1,13
"19346","principalesperseguidores",1,24
"19347","principalestenientes",1,20
"19348","principalmente",1,14
"19349","príncipe",18,8
"19350","príncipe,",13,9
"19351","príncipe,por",1,12
"19352","príncipe,ya",1,11
"19353","príncipe;",2,9
"19354","príncipeignora",1,14
"19355","principescasdel",1,15
"19356","príncipese",1,10
"19357","príncipey",1,9
"19358","principio",6,9
"19359","Principio",1,9
"19360","principio,",1,10
"19361","principio;",1,10
"19362","principiocon",1,12
"19363","print",1,5
"19364","printed",1,7
"19365","printededitions,",1,16
"19366","prisa",1,5
"19367","prisa;tantos",1,12
"19368","prisa.En",1,8
"19369","prisionero",5,10
"19370","prisionero,",2,11
"19371","prisionero,le",1,13
"19372","prisioneroa",1,11
"19373","prisioneros",8,11
"19374","prisioneros;",1,12
"19375","prisioneros;además,",1,19
"19376","prisioneros?--En",1,16
"19377","prisioneros?--Por",1,17
"19378","prisioneros.",2,12
"19379","PRISIONEROSReinaron",1,19
"19380","prisiones,se",1,12
"19381","prisma",1,6
"19382","prisma,",1,7
"19383","prismaembriagador",1,17
"19384","privaciones",1,11
"19385","privada",1,7
"19386","privada.Apenas",1,14
"19387","privado",1,7
"19388","privado.Miramón",1,15
